state,pollutant,emissions,unit,fuel
MI,2-Chloroacetophenone,22.364,LB,"Bituminous Coal, Pulverized"
MO,2-Chloroacetophenone,0.298189,LB,"Bituminous Coal, Pulverized"
NC,2-Chloroacetophenone,61.740492,LB,"Bituminous Coal, Pulverized"
NY,2-Chloroacetophenone,16.513672,LB,"Bituminous Coal, Pulverized"
OH,2-Chloroacetophenone,37.013854,LB,"Bituminous Coal, Pulverized"
PA,2-Chloroacetophenone,9.914937,LB,"Bituminous Coal, Pulverized"
SC,2-Chloroacetophenone,75.9713492,LB,"Bituminous Coal, Pulverized"
TN,2-Chloroacetophenone,45.25893,LB,"Bituminous Coal, Pulverized"
UT,2-Chloroacetophenone,52.67961,LB,"Bituminous Coal, Pulverized"
VA,2-Chloroacetophenone,27.2866177,LB,"Bituminous Coal, Pulverized"
WI,2-Chloroacetophenone,10.68475,LB,"Bituminous Coal, Pulverized"
WV,2-Chloroacetophenone,36.88135,LB,"Bituminous Coal, Pulverized"
WY,2-Chloroacetophenone,7.81,LB,"Bituminous Coal, Pulverized"
MD,2-Chloroacetophenone,0.3192,LB,Bituminous Coal
NC,2-Chloroacetophenone,42.3184,LB,Bituminous Coal
TN,2-Chloroacetophenone,38.3132,LB,Bituminous Coal
WV,2-Chloroacetophenone,28.8686,LB,Bituminous Coal
CO,2-Chloroacetophenone,2.34749,LB,Bituminous Coal
CT,2-Chloroacetophenone,0.185756,LB,Bituminous Coal
KY,2-Chloroacetophenone,5.20044,LB,Bituminous Coal
MD,2-Chloroacetophenone,4.44009,LB,Bituminous Coal
PA,2-Chloroacetophenone,8.71032,LB,Bituminous Coal
FL,2-Chloroacetophenone,108.82,LB,Bituminous Coal
IL,2-Chloroacetophenone,4.2317,LB,Bituminous Coal
MI,2-Chloroacetophenone,0.2496,LB,Bituminous Coal
MT,2-Chloroacetophenone,2.35286,LB,Bituminous Coal
PA,2-Chloroacetophenone,25.93386,LB,Bituminous Coal
WI,2-Chloroacetophenone,0.10225,LB,Bituminous Coal
WV,2-Chloroacetophenone,2.708,LB,Bituminous Coal
AR,2-Chloroacetophenone,16,LB,"Subbituminous Coal, Pulverized"
AZ,2-Chloroacetophenone,8.88097,LB,"Subbituminous Coal, Pulverized"
IN,2-Chloroacetophenone,29.52756,LB,"Subbituminous Coal, Pulverized"
LA,2-Chloroacetophenone,13.9068,LB,"Subbituminous Coal, Pulverized"
NJ,2-Chloroacetophenone,2.66867,LB,"Subbituminous Coal, Pulverized"
NM,2-Chloroacetophenone,8.47839,LB,"Subbituminous Coal, Pulverized"
OH,2-Chloroacetophenone,0.13013,LB,"Subbituminous Coal, Pulverized"
,2-Chloroacetophenone,51.97801,LB,"Subbituminous Coal, Pulverized"
AL,2-Chloroacetophenone,94.8053,LB,"Subbituminous Coal, Pulverized"
AR,2-Chloroacetophenone,16.12408,LB,"Subbituminous Coal, Pulverized"
AZ,2-Chloroacetophenone,45.5742,LB,"Subbituminous Coal, Pulverized"
CO,2-Chloroacetophenone,95.78644,LB,"Subbituminous Coal, Pulverized"
IA,2-Chloroacetophenone,120.5547231,LB,"Subbituminous Coal, Pulverized"
IL,2-Chloroacetophenone,48.71738,LB,"Subbituminous Coal, Pulverized"
IN,2-Chloroacetophenone,74.5017,LB,"Subbituminous Coal, Pulverized"
KS,2-Chloroacetophenone,40.86765,LB,"Subbituminous Coal, Pulverized"
MI,2-Chloroacetophenone,163.374,LB,"Subbituminous Coal, Pulverized"
MN,2-Chloroacetophenone,60.64744,LB,"Subbituminous Coal, Pulverized"
MO,2-Chloroacetophenone,71.077856,LB,"Subbituminous Coal, Pulverized"
NE,2-Chloroacetophenone,60.67031,LB,"Subbituminous Coal, Pulverized"
NM,2-Chloroacetophenone,36.90777,LB,"Subbituminous Coal, Pulverized"
NV,2-Chloroacetophenone,4.22109,LB,"Subbituminous Coal, Pulverized"
OH,2-Chloroacetophenone,21.05408,LB,"Subbituminous Coal, Pulverized"
OK,2-Chloroacetophenone,34.0963,LB,"Subbituminous Coal, Pulverized"
OR,2-Chloroacetophenone,13.89694,LB,"Subbituminous Coal, Pulverized"
TX,2-Chloroacetophenone,103.7477,LB,"Subbituminous Coal, Pulverized"
WI,2-Chloroacetophenone,98.449276,LB,"Subbituminous Coal, Pulverized"
WY,2-Chloroacetophenone,107.39149,LB,"Subbituminous Coal, Pulverized"
IA,2-Chloroacetophenone,8.34135,LB,Subbituminous Coal
IL,2-Chloroacetophenone,0,LB,Subbituminous Coal
IN,2-Chloroacetophenone,7.15783,LB,Subbituminous Coal
KS,2-Chloroacetophenone,19.81881,LB,Subbituminous Coal
MN,2-Chloroacetophenone,13.198,LB,Subbituminous Coal
MO,2-Chloroacetophenone,71.56109,LB,Subbituminous Coal
MS,2-Chloroacetophenone,9.54397,LB,Subbituminous Coal
SD,2-Chloroacetophenone,11.4114,LB,Subbituminous Coal
TN,2-Chloroacetophenone,6.54131,LB,Subbituminous Coal
WI,2-Chloroacetophenone,10.93987,LB,Subbituminous Coal
MN,2-Chloroacetophenone,1.97082,LB,Subbituminous Coal
AR,2-Chloroacetophenone,68,LB,"Subbituminous Coal, Pulverized"
CO,2-Chloroacetophenone,15.6901,LB,"Subbituminous Coal, Pulverized"
IA,2-Chloroacetophenone,35.289547,LB,"Subbituminous Coal, Pulverized"
IL,2-Chloroacetophenone,34.04226,LB,"Subbituminous Coal, Pulverized"
IN,2-Chloroacetophenone,5.04304,LB,"Subbituminous Coal, Pulverized"
KS,2-Chloroacetophenone,85.0344,LB,"Subbituminous Coal, Pulverized"
LA,2-Chloroacetophenone,17.0799,LB,"Subbituminous Coal, Pulverized"
MI,2-Chloroacetophenone,19.541,LB,"Subbituminous Coal, Pulverized"
MN,2-Chloroacetophenone,41.5516,LB,"Subbituminous Coal, Pulverized"
MO,2-Chloroacetophenone,148.55229,LB,"Subbituminous Coal, Pulverized"
MT,2-Chloroacetophenone,64.50972,LB,"Subbituminous Coal, Pulverized"
NE,2-Chloroacetophenone,21.10919,LB,"Subbituminous Coal, Pulverized"
OH,2-Chloroacetophenone,17.17979,LB,"Subbituminous Coal, Pulverized"
OK,2-Chloroacetophenone,83.8437,LB,"Subbituminous Coal, Pulverized"
TN,2-Chloroacetophenone,29.2342,LB,"Subbituminous Coal, Pulverized"
TX,2-Chloroacetophenone,103.54383,LB,"Subbituminous Coal, Pulverized"
WA,2-Chloroacetophenone,24,LB,"Subbituminous Coal, Pulverized"
WI,2-Chloroacetophenone,7.94757,LB,"Subbituminous Coal, Pulverized"
WY,2-Chloroacetophenone,158.5888,LB,"Subbituminous Coal, Pulverized"
LA,2-Chloroacetophenone,25.423,LB,Pulverized Lignite
ND,2-Chloroacetophenone,10.15965,LB,Pulverized Lignite
TX,2-Chloroacetophenone,84.72005,LB,Pulverized Lignite
MT,2-Chloroacetophenone,2.02143,LB,Pulverized Lignite
ND,2-Chloroacetophenone,82.89558,LB,Pulverized Lignite
TX,2-Chloroacetophenone,290.6494,LB,Pulverized Lignite
ND,2-Chloroacetophenone,64.2577,LB,Lignite
ND,2-Chloroacetophenone,2.56333,LB,Lignite
MS,2-Chloroacetophenone,12.6,LB,Lignite
LA,2-Chloroacetophenone,4.72142,LB,Natural Gas
NM,2-Chloroacetophenone,7.27242,LB,Natural Gas
FL,2-Chloroacetophenone,6.56231,LB,Petroleum Coke
MN,2-Chloroacetophenone,0.0248,LB,Petroleum Coke
OH,2-Chloroacetophenone,3.56183,LB,Petroleum Coke
WI,2-Chloroacetophenone,1.211709,LB,Wood/Bark Waste
MN,2-Chlorobiphenyl (PCB-1),0.00208272,LB,Wood/Bark Waste
MN,2-Chlorobiphenyl (PCB-1),0.0009993,LB,Wood/Bark Waste
MN,2-Chlorobiphenyl (PCB-1),0.000501011,LB,Wood/Bark Waste
MN,2-Chloronaphthalene,0.00535,LB,"Subbituminous Coal, Pulverized"
AR,2-Chloronaphthalene,0.000631584,LB,Wood/Bark Waste
GA,2-Chloronaphthalene,0.000938112,LB,Wood/Bark Waste
AL,2-Chloronaphthalene,0.00033504,LB,Wood/Bark Waste
CA,2-Chloronaphthalene,0.000033396,LB,Wood/Bark Waste
FL,2-Chloronaphthalene,0.0001824,LB,Wood/Bark Waste
GA,2-Chloronaphthalene,0.000496898,LB,Wood/Bark Waste
KY,2-Chloronaphthalene,0.000063296,LB,Wood/Bark Waste
MA,2-Chloronaphthalene,0,LB,Wood/Bark Waste
MI,2-Chloronaphthalene,0.026738,LB,Wood/Bark Waste
MN,2-Chloronaphthalene,0.022720771,LB,Wood/Bark Waste
OH,2-Chloronaphthalene,0.000176856,LB,Wood/Bark Waste
OR,2-Chloronaphthalene,0.000125316,LB,Wood/Bark Waste
VT,2-Chloronaphthalene,0.008831637,LB,Wood/Bark Waste
WA,2-Chloronaphthalene,0.0002075,LB,Wood/Bark Waste
CA,2-Chloronaphthalene,0.002992214,LB,Wood/Bark Waste
FL,2-Chloronaphthalene,0.000378682,LB,Wood/Bark Waste
MI,2-Chloronaphthalene,0.00273764,LB,Wood/Bark Waste
MN,2-Chloronaphthalene,0.010902,LB,Wood/Bark Waste
NE,2-Chloronaphthalene,1.65517E-12,LB,Wood/Bark Waste
OH,2-Chloronaphthalene,0.0016283,LB,Wood/Bark Waste
PA,2-Chloronaphthalene,0.000453454,LB,Wood/Bark Waste
SD,2-Chloronaphthalene,2.34528E-05,LB,Wood/Bark Waste
TN,2-Chloronaphthalene,0.000172303,LB,Wood/Bark Waste
VA,2-Chloronaphthalene,0,LB,Wood/Bark Waste
WA,2-Chloronaphthalene,0.000155446,LB,Wood/Bark Waste
MN,2-Chloronaphthalene,0.005464123,LB,Wood/Bark Waste
MI,2-Chloronaphthalene,0.00519671,LB,Wood/Bark Waste
CA,2-Methylnaphthalene,0.147743,LB,Bituminous Coal
MN,2-Methylnaphthalene,0.28446,LB,"Subbituminous Coal, Pulverized"
LA,2-Methylnaphthalene,0.754899,LB,Residual Oil - Grade 6
LA,2-Methylnaphthalene,0.182295,LB,Distillate Oil - Grades 1 and 2
AK,2-Methylnaphthalene,0.007104,LB,Natural Gas
AR,2-Methylnaphthalene,0.0811861,LB,Natural Gas
AZ,2-Methylnaphthalene,0.01326557,LB,Natural Gas
CA,2-Methylnaphthalene,0.291114255,LB,Natural Gas
CO,2-Methylnaphthalene,0.020607348,LB,Natural Gas
CT,2-Methylnaphthalene,0.0474456,LB,Natural Gas
FL,2-Methylnaphthalene,0.139388215,LB,Natural Gas
GA,2-Methylnaphthalene,0.00659368,LB,Natural Gas
IA,2-Methylnaphthalene,0.04431924,LB,Natural Gas
IN,2-Methylnaphthalene,0.00696768,LB,Natural Gas
KS,2-Methylnaphthalene,0.381310042,LB,Natural Gas
KY,2-Methylnaphthalene,0,LB,Natural Gas
LA,2-Methylnaphthalene,1.308097862,LB,Natural Gas
MA,2-Methylnaphthalene,0.076150809,LB,Natural Gas
MD,2-Methylnaphthalene,0.123707318,LB,Natural Gas
MI,2-Methylnaphthalene,0.2168182,LB,Natural Gas
MN,2-Methylnaphthalene,0.093991276,LB,Natural Gas
MO,2-Methylnaphthalene,0.031443627,LB,Natural Gas
MS,2-Methylnaphthalene,1.452350948,LB,Natural Gas
NE,2-Methylnaphthalene,0.670798071,LB,Natural Gas
NJ,2-Methylnaphthalene,0.09439008,LB,Natural Gas
NM,2-Methylnaphthalene,0.5999777,LB,Natural Gas
NV,2-Methylnaphthalene,0.078322997,LB,Natural Gas
NY,2-Methylnaphthalene,1.001207197,LB,Natural Gas
OH,2-Methylnaphthalene,0.04196248,LB,Natural Gas
OK,2-Methylnaphthalene,2.14896815,LB,Natural Gas
OR,2-Methylnaphthalene,0.00383502,LB,Natural Gas
PA,2-Methylnaphthalene,1.962320809,LB,Natural Gas
PR,2-Methylnaphthalene,0,LB,Natural Gas
SC,2-Methylnaphthalene,0.04329624,LB,Natural Gas
SD,2-Methylnaphthalene,0,LB,Natural Gas
TN,2-Methylnaphthalene,0.016393258,LB,Natural Gas
TX,2-Methylnaphthalene,3.561285147,LB,Natural Gas
UT,2-Methylnaphthalene,0,LB,Natural Gas
VA,2-Methylnaphthalene,0.141668518,LB,Natural Gas
WA,2-Methylnaphthalene,0.00003216,LB,Natural Gas
WI,2-Methylnaphthalene,0.01003526,LB,Natural Gas
WV,2-Methylnaphthalene,0.000838736,LB,Natural Gas
WY,2-Methylnaphthalene,0.000576,LB,Natural Gas
AL,2-Methylnaphthalene,2.114446117,LB,Natural Gas
AR,2-Methylnaphthalene,0.001712256,LB,Natural Gas
AZ,2-Methylnaphthalene,0.01172256,LB,Natural Gas
CA,2-Methylnaphthalene,0.236939944,LB,Natural Gas
CO,2-Methylnaphthalene,0.085295288,LB,Natural Gas
CT,2-Methylnaphthalene,0.00852864,LB,Natural Gas
FL,2-Methylnaphthalene,0.060851786,LB,Natural Gas
GA,2-Methylnaphthalene,0.015086654,LB,Natural Gas
IA,2-Methylnaphthalene,0.264180192,LB,Natural Gas
IN,2-Methylnaphthalene,0.00218224,LB,Natural Gas
KS,2-Methylnaphthalene,0.000342138,LB,Natural Gas
KY,2-Methylnaphthalene,0.052174064,LB,Natural Gas
LA,2-Methylnaphthalene,0.001662391,LB,Natural Gas
MA,2-Methylnaphthalene,0.014778948,LB,Natural Gas
MD,2-Methylnaphthalene,0.00447991,LB,Natural Gas
MI,2-Methylnaphthalene,0.03116052,LB,Natural Gas
MN,2-Methylnaphthalene,0.056258528,LB,Natural Gas
MO,2-Methylnaphthalene,0.050112,LB,Natural Gas
MS,2-Methylnaphthalene,0.008336852,LB,Natural Gas
MT,2-Methylnaphthalene,0.00260716,LB,Natural Gas
NC,2-Methylnaphthalene,0.000576,LB,Natural Gas
NE,2-Methylnaphthalene,0.241254718,LB,Natural Gas
NJ,2-Methylnaphthalene,0.07676174,LB,Natural Gas
NM,2-Methylnaphthalene,0.0043392,LB,Natural Gas
NV,2-Methylnaphthalene,0.081168152,LB,Natural Gas
NY,2-Methylnaphthalene,0.014743327,LB,Natural Gas
OH,2-Methylnaphthalene,0.1038397,LB,Natural Gas
OK,2-Methylnaphthalene,0.1413666,LB,Natural Gas
PA,2-Methylnaphthalene,0.056071596,LB,Natural Gas
PR,2-Methylnaphthalene,0.00550311,LB,Natural Gas
TN,2-Methylnaphthalene,0.02308042,LB,Natural Gas
TX,2-Methylnaphthalene,0.06981592,LB,Natural Gas
UT,2-Methylnaphthalene,0.208702903,LB,Natural Gas
VA,2-Methylnaphthalene,0.00138624,LB,Natural Gas
WA,2-Methylnaphthalene,0,LB,Natural Gas
WI,2-Methylnaphthalene,0.000296481,LB,Natural Gas
AZ,2-Methylnaphthalene,0.1382896,LB,Natural Gas
CA,2-Methylnaphthalene,0.0006144,LB,Natural Gas
CT,2-Methylnaphthalene,0.0192288,LB,Natural Gas
IN,2-Methylnaphthalene,0,LB,Natural Gas
KS,2-Methylnaphthalene,0.0578011,LB,Natural Gas
KY,2-Methylnaphthalene,0,LB,Natural Gas
LA,2-Methylnaphthalene,2.20501293,LB,Natural Gas
MA,2-Methylnaphthalene,0,LB,Natural Gas
MI,2-Methylnaphthalene,0.0173876,LB,Natural Gas
MO,2-Methylnaphthalene,0.010272,LB,Natural Gas
NE,2-Methylnaphthalene,8.53896E-09,LB,Natural Gas
NM,2-Methylnaphthalene,0.109954,LB,Natural Gas
NY,2-Methylnaphthalene,2.211929,LB,Natural Gas
OH,2-Methylnaphthalene,0.0141197,LB,Natural Gas
OK,2-Methylnaphthalene,0.102727,LB,Natural Gas
SC,2-Methylnaphthalene,0.00576194,LB,Natural Gas
TX,2-Methylnaphthalene,2.89410022,LB,Natural Gas
UT,2-Methylnaphthalene,0.026238345,LB,Natural Gas
VA,2-Methylnaphthalene,0.03553108,LB,Natural Gas
WY,2-Methylnaphthalene,0.0012096,LB,Natural Gas
AR,2-Methylnaphthalene,0.0421056,LB,Wood/Bark Waste
GA,2-Methylnaphthalene,0.0625408,LB,Wood/Bark Waste
AL,2-Methylnaphthalene,0.022336,LB,Wood/Bark Waste
CA,2-Methylnaphthalene,0.367035,LB,Wood/Bark Waste
FL,2-Methylnaphthalene,0.01216,LB,Wood/Bark Waste
GA,2-Methylnaphthalene,0.033126468,LB,Wood/Bark Waste
KY,2-Methylnaphthalene,0.00421974,LB,Wood/Bark Waste
MA,2-Methylnaphthalene,0,LB,Wood/Bark Waste
MI,2-Methylnaphthalene,1.7825,LB,Wood/Bark Waste
MN,2-Methylnaphthalene,1.51479112,LB,Wood/Bark Waste
OH,2-Methylnaphthalene,0.0117901,LB,Wood/Bark Waste
OR,2-Methylnaphthalene,0.00835436,LB,Wood/Bark Waste
VT,2-Methylnaphthalene,0.588775436,LB,Wood/Bark Waste
WA,2-Methylnaphthalene,0.01383334,LB,Wood/Bark Waste
CA,2-Methylnaphthalene,0.68601548,LB,Wood/Bark Waste
FL,2-Methylnaphthalene,0.02524549,LB,Wood/Bark Waste
MI,2-Methylnaphthalene,0.182542,LB,Wood/Bark Waste
MN,2-Methylnaphthalene,0.72668,LB,Wood/Bark Waste
NE,2-Methylnaphthalene,1.10345E-10,LB,Wood/Bark Waste
OH,2-Methylnaphthalene,0.10855,LB,Wood/Bark Waste
PA,2-Methylnaphthalene,0.030230374,LB,Wood/Bark Waste
SD,2-Methylnaphthalene,0.00156352,LB,Wood/Bark Waste
TN,2-Methylnaphthalene,0.0114869,LB,Wood/Bark Waste
VA,2-Methylnaphthalene,0,LB,Wood/Bark Waste
WA,2-Methylnaphthalene,0.01,LB,Wood/Bark Waste
MN,2-Methylnaphthalene,0.364408224,LB,Wood/Bark Waste
MI,2-Methylnaphthalene,0.346448,LB,Wood/Bark Waste
AZ,2-Methylnaphthalene,0.33913,LB,Wood/Bark Waste
AZ,2-Methylnaphthalene,3.43584E-07,LB,Liquified Petroleum Gas (LPG)
CA,2-Methylnaphthalene,0.86014,LB,Other Oil
SC,2-Methylnaphthalene,0.00000072,LB,Distillate Oil (Diesel)
CA,2-Methylnaphthalene,0.034975,LB,Natural Gas
MS,2-Methylnaphthalene,4.2,LB,Natural Gas
NY,2-Methylnaphthalene,0.257121,LB,Natural Gas
CA,2-Methylnaphthalene,7.294725936,LB,Natural Gas
MA,2-Methylnaphthalene,0,LB,Natural Gas
MN,2-Methylnaphthalene,0.00843838,LB,Natural Gas
OR,2-Methylnaphthalene,2.097672,LB,Natural Gas
WV,2-Methylnaphthalene,0.000698,LB,Natural Gas
MN,2-Methylnaphthalene,16.9982,LB,Landfill Gas
OR,2-Nitropropane,2165.4,LB,Landfill Gas
LA,"2,2,4-Trimethylpentane",0.9778,LB,Natural Gas
NM,"2,2,4-Trimethylpentane",7860,LB,Natural Gas
CA,"2,2,4-Trimethylpentane",0.250951,LB,Distillate Oil (Diesel)
MS,"2,2,4-Trimethylpentane",7,LB,Natural Gas
NM,"2,2,4-Trimethylpentane",1220,LB,Natural Gas
AL,"2,2,4-Trimethylpentane",34,LB,Natural Gas
CA,"2,2,4-Trimethylpentane",11.02570413,LB,Natural Gas
ID,"2,2,4-Trimethylpentane",0.000130778,LB,Natural Gas
MN,"2,2,4-Trimethylpentane",0.0635472,LB,Natural Gas
MS,"2,2,4-Trimethylpentane",0,LB,Natural Gas
NY,"2,2,4-Trimethylpentane",148.06,LB,Natural Gas
OR,"2,2,4-Trimethylpentane",82.9266,LB,Natural Gas
TX,"2,2,4-Trimethylpentane",0.2,LB,Natural Gas
WY,"2,2,4-Trimethylpentane",20,LB,Natural Gas
WV,"2,2,4-Trimethylpentane",0.00526,LB,Natural Gas
CA,"2,2,4-Trimethylpentane",35.88,LB,Landfill Gas
MN,"2,2,4-Trimethylpentane",127.979,LB,Landfill Gas
SC,"2,2,4-Trimethylpentane",238.82,LB,Landfill Gas
CA,"2,2,4-Trimethylpentane",19.2,LB,Landfill Gas
NC,"2,4-Dinitrophenol",0.288,LB,"Bituminous Coal, Pulverized"
NC,"2,4-Dinitrophenol",0.548,LB,Bituminous Coal
WI,"2,4-Dinitrophenol",1.2309,LB,"Subbituminous Coal, Pulverized"
MN,"2,4-Dinitrophenol",6.82,LB,"Subbituminous Coal, Pulverized"
MD,"2,4-Dinitrophenol",48.3,LB,Residual Oil - Grade 6
AR,"2,4-Dinitrophenol",0.1631968,LB,Wood/Bark Waste
FL,"2,4-Dinitrophenol",0.0306858,LB,Wood/Bark Waste
MI,"2,4-Dinitrophenol",0.0001692,LB,Wood/Bark Waste
WI,"2,4-Dinitrophenol",0.44974,LB,Wood/Bark Waste
AL,"2,4-Dinitrophenol",0.12631644,LB,Wood/Bark Waste
CA,"2,4-Dinitrophenol",0.41155727,LB,Wood/Bark Waste
FL,"2,4-Dinitrophenol",0.357302,LB,Wood/Bark Waste
GA,"2,4-Dinitrophenol",1.229327,LB,Wood/Bark Waste
IA,"2,4-Dinitrophenol",0,LB,Wood/Bark Waste
ID,"2,4-Dinitrophenol",0.1299526,LB,Wood/Bark Waste
KY,"2,4-Dinitrophenol",0.0055742,LB,Wood/Bark Waste
MA,"2,4-Dinitrophenol",0,LB,Wood/Bark Waste
ME,"2,4-Dinitrophenol",0.987667225,LB,Wood/Bark Waste
MI,"2,4-Dinitrophenol",2.0054,LB,Wood/Bark Waste
MN,"2,4-Dinitrophenol",1.70414781,LB,Wood/Bark Waste
NH,"2,4-Dinitrophenol",0.6969518,LB,Wood/Bark Waste
OH,"2,4-Dinitrophenol",0.0132637,LB,Wood/Bark Waste
OR,"2,4-Dinitrophenol",0.0716704,LB,Wood/Bark Waste
SC,"2,4-Dinitrophenol",1.3414,LB,Wood/Bark Waste
VT,"2,4-Dinitrophenol",0.6907528,LB,Wood/Bark Waste
WA,"2,4-Dinitrophenol",0.632633,LB,Wood/Bark Waste
WI,"2,4-Dinitrophenol",0.00032,LB,Wood/Bark Waste
CA,"2,4-Dinitrophenol",0.1511321,LB,Wood/Bark Waste
FL,"2,4-Dinitrophenol",0.638,LB,Wood/Bark Waste
IL,"2,4-Dinitrophenol",0.0711452,LB,Wood/Bark Waste
ME,"2,4-Dinitrophenol",0.03070092,LB,Wood/Bark Waste
MI,"2,4-Dinitrophenol",0.205273,LB,Wood/Bark Waste
MN,"2,4-Dinitrophenol",0.8174,LB,Wood/Bark Waste
MO,"2,4-Dinitrophenol",0.01,LB,Wood/Bark Waste
NC,"2,4-Dinitrophenol",0.0243806,LB,Wood/Bark Waste
NE,"2,4-Dinitrophenol",2.10178E-09,LB,Wood/Bark Waste
NY,"2,4-Dinitrophenol",0.11303706,LB,Wood/Bark Waste
OH,"2,4-Dinitrophenol",0.12212,LB,Wood/Bark Waste
PA,"2,4-Dinitrophenol",0.183835778,LB,Wood/Bark Waste
SD,"2,4-Dinitrophenol",0.0231196,LB,Wood/Bark Waste
TN,"2,4-Dinitrophenol",0.01050886,LB,Wood/Bark Waste
VA,"2,4-Dinitrophenol",0,LB,Wood/Bark Waste
WA,"2,4-Dinitrophenol",0.1,LB,Wood/Bark Waste
WI,"2,4-Dinitrophenol",0.08008,LB,Wood/Bark Waste
WV,"2,4-Dinitrophenol",0.000420354,LB,Wood/Bark Waste
MN,"2,4-Dinitrophenol",0.409809254,LB,Wood/Bark Waste
WI,"2,4-Dinitrophenol",0.01101882,LB,Wood/Bark Waste
MI,"2,4-Dinitrophenol",0.389753,LB,Wood/Bark Waste
NC,"2,4-Dinitrophenol",0.9,LB,Wood/Bark Waste
AZ,"2,4-Dinitrophenol",0.382118,LB,Wood/Bark Waste
IL,"2,4-Dinitrophenol",0.000262567,LB,Wood/Bark Waste
NH,"2,4-Dinitrophenol",0.813523,LB,Wood/Bark Waste
LA,"2,4-Dinitrophenol",0.02937,LB,Solid Waste
MS,"2,4-Dinitrotoluene",5,LB,"Anthracite Coal, Pulverized"
PA,"2,4-Dinitrotoluene",0.7941114,LB,"Anthracite Coal, Pulverized"
AL,"2,4-Dinitrotoluene",1.51241676,LB,"Bituminous Coal, Pulverized"
FL,"2,4-Dinitrotoluene",0.926086,LB,"Bituminous Coal, Pulverized"
IN,"2,4-Dinitrotoluene",0.0158215,LB,"Bituminous Coal, Pulverized"
OH,"2,4-Dinitrotoluene",0.9650014,LB,"Bituminous Coal, Pulverized"
OK,"2,4-Dinitrotoluene",0.491988,LB,"Bituminous Coal, Pulverized"
PA,"2,4-Dinitrotoluene",0.3302991,LB,"Bituminous Coal, Pulverized"
TX,"2,4-Dinitrotoluene",0.672991,LB,"Bituminous Coal, Pulverized"
UT,"2,4-Dinitrotoluene",1.598197,LB,"Bituminous Coal, Pulverized"
,"2,4-Dinitrotoluene",0.430925,LB,"Bituminous Coal, Pulverized"
AL,"2,4-Dinitrotoluene",2.42420523,LB,"Bituminous Coal, Pulverized"
AZ,"2,4-Dinitrotoluene",0.8935028,LB,"Bituminous Coal, Pulverized"
DE,"2,4-Dinitrotoluene",0.17492423,LB,"Bituminous Coal, Pulverized"
FL,"2,4-Dinitrotoluene",4.3160065,LB,"Bituminous Coal, Pulverized"
GA,"2,4-Dinitrotoluene",0.00951693,LB,"Bituminous Coal, Pulverized"
IA,"2,4-Dinitrotoluene",0.05303095,LB,"Bituminous Coal, Pulverized"
IL,"2,4-Dinitrotoluene",6.12958102,LB,"Bituminous Coal, Pulverized"
IN,"2,4-Dinitrotoluene",3.9351762,LB,"Bituminous Coal, Pulverized"
KS,"2,4-Dinitrotoluene",0.05248,LB,"Bituminous Coal, Pulverized"
KY,"2,4-Dinitrotoluene",20.42229944,LB,"Bituminous Coal, Pulverized"
LA,"2,4-Dinitrotoluene",2.144173,LB,"Bituminous Coal, Pulverized"
MA,"2,4-Dinitrotoluene",0.32343221,LB,"Bituminous Coal, Pulverized"
MD,"2,4-Dinitrotoluene",0.78154482,LB,"Bituminous Coal, Pulverized"
MI,"2,4-Dinitrotoluene",0.746839,LB,"Bituminous Coal, Pulverized"
MN,"2,4-Dinitrotoluene",0.00943923,LB,"Bituminous Coal, Pulverized"
MS,"2,4-Dinitrotoluene",0.4,LB,"Bituminous Coal, Pulverized"
NC,"2,4-Dinitrotoluene",34.02501,LB,"Bituminous Coal, Pulverized"
NH,"2,4-Dinitrotoluene",0.0330924,LB,"Bituminous Coal, Pulverized"
NJ,"2,4-Dinitrotoluene",0.446808736,LB,"Bituminous Coal, Pulverized"
NV,"2,4-Dinitrotoluene",0.5673866,LB,"Bituminous Coal, Pulverized"
NY,"2,4-Dinitrotoluene",0.54169346,LB,"Bituminous Coal, Pulverized"
OH,"2,4-Dinitrotoluene",8.461025691,LB,"Bituminous Coal, Pulverized"
PA,"2,4-Dinitrotoluene",9.083980649,LB,"Bituminous Coal, Pulverized"
SC,"2,4-Dinitrotoluene",0.86217042,LB,"Bituminous Coal, Pulverized"
TN,"2,4-Dinitrotoluene",3.679,LB,"Bituminous Coal, Pulverized"
TX,"2,4-Dinitrotoluene",3.075107,LB,"Bituminous Coal, Pulverized"
VA,"2,4-Dinitrotoluene",0.3612976,LB,"Bituminous Coal, Pulverized"
WI,"2,4-Dinitrotoluene",0.74422178,LB,"Bituminous Coal, Pulverized"
WV,"2,4-Dinitrotoluene",5.882138091,LB,"Bituminous Coal, Pulverized"
IL,"2,4-Dinitrotoluene",5.369220986,LB,Bituminous Coal
IN,"2,4-Dinitrotoluene",1.873948,LB,Bituminous Coal
KY,"2,4-Dinitrotoluene",1.756067,LB,Bituminous Coal
MD,"2,4-Dinitrotoluene",0.1326791,LB,Bituminous Coal
MO,"2,4-Dinitrotoluene",0.0784083,LB,Bituminous Coal
NE,"2,4-Dinitrotoluene",0.280082,LB,Bituminous Coal
NH,"2,4-Dinitrotoluene",0.2332959,LB,Bituminous Coal
NJ,"2,4-Dinitrotoluene",0.02883249,LB,Bituminous Coal
OH,"2,4-Dinitrotoluene",0.22608168,LB,Bituminous Coal
